id,name,rating,themes,keywords,involved_companies,first_release_year
1215,Dark Cloud 2,84.8,"[""Action"", ""Fantasy""]","[""golf"", ""exploration"", ""anime"", ""time travel"", ""photography"", ""minigames"", ""ps2"", ""fishing"", ""crafting"", ""breeding"", ""death"", ""robots"", ""procedural generation"", ""steampunk"", ""female protagonist"", ""hand-to-hand combat"", ""action-adventure"", ""multiple protagonists"", ""camera"", ""billiards"", ""good vs evil"", ""day/night cycle"", ""sword & sorcery"", ""heroes"", ""boss fight"", ""attributes"", ""alternate costumes"", ""leveling up"", ""world map"", ""voice acting"", ""polygonal 3d"", ""upgradeable weapons"", ""party system"", ""collectibles"", ""randomly generated dungeons"", ""original soundtrack release"", ""non-player character"", ""vehicle customization"", ""save point"", ""potion"", ""melee"", ""real-time combat"", ""a.i. companion"", ""randomly generated maps"", ""villain"", ""healer"", ""item combination"", ""animation canceling"", ""plot twist"", ""cutscene pause"", ""new protagonist in sequel"", ""world building"", ""sex change"", ""finishing move"", ""dual wielding"", ""status effects"", ""on-the-fly character switching"", ""future sport"", ""tomboy"", ""god complex"", ""ps2 classics"", ""male protagonist""]","[""SCE Japan Studio"", ""LEVEL-5"", ""Sony Computer Entertainment""]",2002
32294,Disgaea 2 PC,79.5,"[""Action"", ""Fantasy"", ""Comedy""]","[""anime"", ""demon"", ""turn-based tactics"", ""underworld"", ""tactical rpg ( trpg )"", ""srpg"", ""based on - anime""]","[""Ilinx Corporation"", ""NIS America"", ""Nippon Ichi Software""]",2017
8856,Raiden III,75.0,"[""Action""]","[""ps2""]","[""505 Games"", ""UFO Interactive Games"", ""MOSS Co., Ltd."", ""CyberFront"", ""Seibu Kaihatsu"", ""Soft-World International Corporation""]",2005
1566,SoulCalibur III,79.8,"[""Action"", ""Fantasy"", ""Historical""]","[""martial arts"", ""samurai"", ""fashion"", ""multiple endings"", ""revenge"", ""sequel"", ""good vs evil"", ""sword & sorcery"", ""owl"", ""boss fight"", ""geometry"", ""game critics awards"", ""alternate costumes"", ""customizable characters"", ""60 fps on consoles"", ""character select screen"", ""polygonal 3d"", ""shopping"", ""licensed soundtrack"", ""collectibles"", ""unlockables"", ""character creation"", ""saving the world"", ""branching storyline"", ""melee"", ""auto-saving"", ""grapple"", ""real-time combat"", ""difficulty level"", ""survival mode"", ""british accent"", ""sadism"", ""training mode"", ""reptilian humanoid"", ""taekwondo"", ""motion capture animation"", ""animation canceling"", ""quick time event"", ""rivalry"", ""teenager"", ""environmental kill"", ""psychopathy"", ""heterochromia"", ""rushdown"", ""in-game moves list"", ""giant squid"", ""bots"", ""gothic lolita"", ""random character selection"", ""two-handed weapons"", ""corruption"", ""greatest hits"", ""undead pirates"", ""soul edge"", ""no blood"", ""interactive achievement awards 2006""]","[""Namco"", ""Project Soul""]",2005
214986,Kingdom Hearts Re:Chain of Memories,65.3,"[""Action"", ""Fantasy""]","[""power of friendship"", ""friendship""]","[""Square Enix"", ""Square Enix Product Development Division 5""]",2013
43289,Tokyo Xtreme Racer: Zero,0,[],"[""burnout"", ""drifting"", ""boss fight"", ""60 fps on consoles"", ""creature compendium"", ""sports cars"", ""tokyo""]","[""Genki"", ""Crave Entertainment""]",2001
215550,Grand Theft Auto: Vice City,0,"[""Action""]",[],"[""Rockstar Games""]",2013
21660,Grandia Xtreme,0,"[""Action"", ""Fantasy""]","[""magic"", ""death"", ""boss fight"", ""leveling up"", ""randomly generated dungeons"", ""non-player character"", ""melee"", ""real-time combat"", ""pausable real time combat"", ""spiky-haired protagonist"", ""battle screen"", ""gender exclusive equipment""]",[],2002
139896,Shadow of the Colossus,83.4,"[""Drama"", ""Open world""]","[""prequel""]","[""Team Ico"", ""Bluepoint Games"", ""Sony Computer Entertainment""]",2012
11437,Persona 3 FES,88.1,"[""Action"", ""Fantasy"", ""Science fiction"", ""Drama""]","[""life simulation"", ""anime"", ""magic"", ""dating"", ""turn-based"", ""summoning support"", ""jrpg"", ""female protagonist"", ""supernatural"", ""multiple protagonists"", ""party-based combat"", ""social"", ""chosen one"", ""dialogue trees"", ""sacrifice"", ""dog"", ""sequel"", ""dreams"", ""silent protagonist"", ""party-based"", ""turn-based combat"", ""heroes"", ""students"", ""leveling up"", ""voice acting"", ""bow and arrow"", ""party system"", ""buddhism"", ""character growth"", ""robot protagonist"", ""moral decisions"", ""fusion"", ""shinto"", ""order and chaos"", ""video game characters that play video games"", ""plot twist"", ""power of friendship"", ""teenager"", ""new protagonist in sequel"", ""day-based narrative"", ""flashback"", ""women in refrigerators syndrome"", ""new game plus"", ""adapted to - anime"", ""orphan"", ""yandere"", ""friendship"", ""ps2 classics"", ""adapted to - theater"", ""male protagonist"", ""turn-based rpg"", ""party-based rpg"", ""robot""]","[""Atlus USA"", ""Atlus"", ""Koei""]",2007
9577,Persona 3,91.6,"[""Action"", ""Fantasy"", ""Science fiction"", ""Drama""]","[""greek mythology"", ""life simulation"", ""anime"", ""murder"", ""magic"", ""dating"", ""turn-based"", ""ps2"", ""jrpg"", ""hand-to-hand combat"", ""supernatural"", ""social"", ""sequel"", ""silent protagonist"", ""turn-based combat"", ""gods"", ""digital distribution"", ""students"", ""voice acting"", ""human"", ""polygonal 3d"", ""bow and arrow"", ""party system"", ""save point"", ""buddhism"", ""sprinting mechanics"", ""auto-saving"", ""coming of age"", ""shinto"", ""order and chaos"", ""sleeping"", ""plot twist"", ""teenager"", ""ambient music"", ""day-based narrative"", ""flashback"", ""women in refrigerators syndrome"", ""adapted to - anime"", ""orphan"", ""friendship"", ""potential love interest"", ""music speed up"", ""monomyth"", ""male protagonist"", ""turn-based rpg"", ""urban fantasy""]","[""Atlus USA"", ""Atlus"", ""Koei""]",2006
418,Final Fantasy X,87.9,"[""Fantasy"", ""Science fiction"", ""Drama"", ""Romance""]","[""magic"", ""grinding"", ""minigames"", ""turn-based"", ""summoning support"", ""military"", ""giant monsters"", ""religion"", ""tropical"", ""character development"", ""religious"", ""love story"", ""platform exclusive"", ""motion blur"", ""profanity"", ""save point"", ""underwater gameplay"", ""political thriller"", ""cross-save"", ""mercenary"", ""interactive environments"", ""motion capture animation"", ""summoners"", ""quick time event"", ""androgyny"", ""heterochromia"", ""poisoning"", ""victory music"", ""random encounter"", ""airship"", ""petrification"", ""monomyth"", ""kill quest""]","[""Square Electronic Arts"", ""Square"", ""Square Product Development Division 1""]",2001
6454,We Love Katamari,87.9,"[""Action"", ""Comedy"", ""Party""]","[""collecting"", ""time limit"", ""snow"", ""silent protagonist"", ""low-poly"", ""game critics awards"", ""platform exclusive"", ""game reference"", ""unlockables"", ""royalty"", ""underwater gameplay"", ""subtitled silence"", ""declarative title"", ""water level"", ""food-themed stage"", ""animal cruelty"", ""prince"", ""western published japanese games"", ""planet destruction"", ""budget title"", ""interactive achievement awards 2006"", ""spike video game awards 2005"", ""rolling ball"", ""tiny protagonist""]","[""NOW Production"", ""Namco"", ""Electronic Arts"", ""Keita Takahashi""]",2005
19634,Atelier Iris: Eternal Mana,72.4,"[""Fantasy"", ""Romance""]","[""anime"", ""magic"", ""turn-based"", ""summoning support"", ""crafting"", ""jrpg"", ""female protagonist"", ""side-scrolling"", ""overworld"", ""level selection"", ""turn-based combat"", ""alchemy"", ""heroes"", ""boss fight"", ""customizable characters"", ""leveling up"", ""upgradeable weapons"", ""breaking the fourth wall"", ""party system"", ""save point"", ""a.i. companion"", ""rock music"", ""active time battle"", ""linear gameplay"", ""random encounter"", ""battle screen"", ""black magic""]","[""Koei"", ""Gust"", ""NIS America"", ""THQ""]",2004
13894,Time Crisis 3,67.4,"[""Action""]","[""modern warfare"", ""rail shooter"", ""death"", ""multiple protagonists"", ""bromance"", ""espionage"", ""artificial intelligence"", ""on-rails"", ""sequel"", ""high score"", ""airplane"", ""modern military"", ""polygonal 3d"", ""non-player character"", ""sniping"", ""friendly fire"", ""peripherals"", ""cover system"", ""auto-scrolling levels"", ""kill streak"", ""dual-monitor arcade games""]","[""Nextech"", ""Namco""]",2002
9669,Shin Megami Tensei: Nocturne,82.2,"[""Fantasy""]","[""21st century"", ""demons"", ""religion"", ""apocalypse"", ""turn-based combat"", ""turn-based rpg""]","[""Atlus"", ""Ghostlight Ltd.""]",2004
18305,Clock Tower 3,42.3,"[""Action"", ""Horror""]","[""serial killer"", ""time travel"", ""archery"", ""hiding"", ""alternate costumes""]","[""Capcom"", ""Digital Frontier"", ""Studio Ibuki"", ""SUNSOFT""]",2002
21056,Disgaea DS,80.0,"[""Action"", ""Fantasy""]","[""anime"", ""grid-based movement"", ""tactical rpg ( trpg )"", ""srpg"", ""based on - anime""]","[""Nippon Ichi Software"", ""NIS America""]",2008
1552,Virtua Fighter 4,71.1,"[""Action""]","[""martial arts"", ""ninja"", ""hand-to-hand combat"", ""artificial intelligence"", ""snow"", ""sequel"", ""high score"", ""geometry"", ""alternate costumes"", ""60 fps on consoles"", ""polygonal 3d"", ""unlockables"", ""motion blur"", ""melee"", ""grapple"", ""difficulty level"", ""survival mode"", ""realism"", ""motion capture animation"", ""particle system"", ""wrestling moves in non-wrestling games"", ""in-game moves list"", ""sega naomi 2""]","[""Sega AM2"", ""Sega""]",2001
483,Silent Hill 4: The Room,76.0,"[""Action"", ""Horror"", ""Survival""]","[""monsters"", ""haunted house"", ""occult"", ""survival horror"", ""escort mission"", ""modern day"", ""fan translation - portuguese"", ""gog preservation program""]","[""Konami"", ""Team Silent""]",2004
6064,Ape Escape 3,78.6,"[""Fantasy"", ""Comedy""]","[""anime"", ""female protagonist"", ""crossover"", ""camera"", ""boss fight"", ""anthropomorphism"", ""monkey"", ""human"", ""polygonal 3d"", ""moving platforms"", ""spiky-haired protagonist"", ""new protagonist in sequel"", ""rc vehicle""]","[""SCE Japan Studio"", ""Sony Computer Entertainment Europe""]",2005
24369,Resident Evil Code: Veronica X,74.2,"[""Action"", ""Horror"", ""Survival""]",[],"[""Capcom"", ""Nextech"", ""Capcom Production Studio 4"", ""Tose""]",2001
1565,SoulCalibur II,82.4,"[""Action"", ""Fantasy"", ""Historical""]","[""martial arts"", ""samurai"", ""crossover"", ""multiple endings"", ""revenge"", ""sword & sorcery"", ""boss fight"", ""guest character"", ""geometry"", ""game critics awards"", ""alternate costumes"", ""character select screen"", ""human"", ""polygonal 3d"", ""bow and arrow"", ""transforming boss"", ""cameo appearance"", ""collectibles"", ""unlockables"", ""saving the world"", ""melee"", ""grapple"", ""real-time combat"", ""difficulty level"", ""survival mode"", ""evo championship series"", ""british accent"", ""sadism"", ""training mode"", ""taekwondo"", ""motion capture animation"", ""animation canceling"", ""versus screen"", ""rivalry"", ""environmental kill"", ""rushdown"", ""in-game moves list"", ""bots"", ""gothic lolita"", ""random character selection"", ""berserkers"", ""two-handed weapons"", ""corruption"", ""greatest hits"", ""undead pirates"", ""soul edge"", ""bafta games award"", ""no blood"", ""spike video game awards 2003"", ""interactive achievement awards 2004""]","[""Namco"", ""Project Soul""]",2002
304144,Sly Cooper and the Thievius Raccoonus,0,"[""Action"", ""Stealth"", ""Comedy""]","[""3d platformer"", ""climbing"", ""mosquito"", ""collectibles"", ""gliding"", ""3d platform""]","[""Sucker Punch Productions"", ""Sony Interactive Entertainment"", ""Sanzaru Games""]",2024
24184,Tokyo Xtreme Racer 3,0,[],"[""street racing"", ""60fps"", ""tokyo""]","[""Crave Entertainment"", ""Genki""]",2003
5134,Rygar: The Legendary Adventure,72.0,"[""Action""]","[""greek mythology"", ""action-adventure"", ""artificial intelligence"", ""boss fight"", ""60 fps on consoles"", ""polygonal 3d"", ""damsel in distress"", ""franchise reboot"", ""ps2 classics""]","[""Team Tachyon"", ""Tecmo""]",2002
6082,PaRappa the Rapper 2,76.2,"[""Action"", ""Comedy""]","[""martial arts"", ""anime"", ""guitar playing"", ""sequel"", ""high score"", ""dreams"", ""airplane"", ""hip-hop"", ""music and rhythm"", ""polygonal 3d"", ""young protagonist"", ""video game characters that play video games"", ""linear gameplay"", ""music creation"", ""j-pop""]","[""NanaOn-Sha"", ""Sony Computer Entertainment""]",2001
13094,Stella Deus: The Gate of Eternity,0,[],"[""jrpg""]","[""Atlus"", ""505 Games""]",2004
11292,Rogue Galaxy,67.3,"[""Action"", ""Fantasy"", ""Science fiction""]","[""pirates"", ""anime"", ""magic"", ""minigames"", ""robots"", ""spaceship"", ""hand-to-hand combat"", ""multiple protagonists"", ""achievements"", ""sword & sorcery"", ""alchemy"", ""spiritual successor"", ""leveling up"", ""voice acting"", ""bow and arrow"", ""upgradeable weapons"", ""licensed soundtrack"", ""party system"", ""special attacks"", ""original soundtrack release"", ""non-player character"", ""save point"", ""potion"", ""real-time combat"", ""mercenary"", ""changing sides"", ""item combination"", ""skill tree"", ""plot twist"", ""quick time event"", ""tech trees"", ""power of friendship"", ""banter during gameplay"", ""planet"", ""ancient advanced civilization technology"", ""poisoning"", ""fast traveling"", ""living inventory"", ""monster capturing"", ""disc streaming"", ""on-the-fly character switching"", ""timeskip"", ""secret past"", ""evil empire"", ""retroactive achievements"", ""interactive battle system"", ""space opera"", ""male protagonist""]","[""SCE Japan Studio"", ""Sony Computer Entertainment"", ""LEVEL-5""]",2005
18229,Shin Megami Tensei: Digital Devil Saga 2,84.9,"[""Action"", ""Science fiction""]","[""anime"", ""cyberpunk"", ""grinding"", ""death"", ""mythology"", ""compilation"", ""multiple endings"", ""apocalypse"", ""dialogue trees"", ""sequel"", ""silent protagonist"", ""boss fight"", ""cat"", ""original soundtrack release"", ""non-player character"", ""sniping"", ""save file unlockables"", ""saving the world"", ""moral decisions"", ""branching storyline"", ""melee"", ""betrayal"", ""optional boss"", ""rock music"", ""harder versions of earlier levels"", ""clone"", ""vore"", ""plot twist"", ""power of friendship"", ""not-so-bad guys"", ""cannibalism"", ""random encounter"", ""surprising character switches"", ""battle screen"", ""reversible cover art"", ""status effects"", ""ghoul"", ""reincarnation"", ""heroic sacrifice"", ""false death"", ""monsters that look suspiciously like genitalia"", ""hinduism"", ""ps2 classics"", ""western published japanese games"", ""modern day mythology""]","[""Atlus"", ""Ghostlight Ltd.""]",2005
101214,Final Fantasy XI R,0,[],[],"[""Nexon Co. Ltd.""]",
